customer_id,county,city,segment,age_band,signup_date
C101500,Wexford,Wexford,Regular,45-54,2025-02-10
C101501,Monaghan,Monaghan,New,18-24,2025-08-30
C101502,Cork,Cork,New,35-44,2025-02-14
C101503,Galway,Galway,Regular,55+,2025-02-16
C101504,Clare,Ennis,Premium,55+,2025-07-01
C101505,Meath,Navan,Premium,25-34,2024-08-06
C101506,Wicklow,Bray,Regular,35-44,2024-12-31
C101507,Kildare,Naas,New,35-44,2024-08-23
C101508,Dublin,Dublin,New,18-24,2024-09-28
C101509,Louth,Drogheda,Premium,35-44,2025-07-31
C101510,Dublin,Dublin,Regular,25-34,2024-09-13
C101511,Dublin,Dublin,Premium,25-34,2024-09-30
C101512,Donegal,Letterkenny,New,25-34,2025-05-10
C101513,Louth,Drogheda,Regular,45-54,2024-12-26
C101514,Laois,Portlaoise,Inactive,18-24,2024-08-13
C101515,Dublin,Dublin,New,25-34,2025-12-27
C101516,Dublin,Dublin,New,18-24,2025-12-06
C101517,Roscommon,Roscommon,Regular,18-24,2025-05-15
C101518,Dublin,Dublin,Regular,55+,2025-04-11
C101519,Dublin,Dublin,Inactive,25-34,2025-09-29
C101520,Cork,Cork,Inactive,18-24,2026-01-06
C101521,Meath,Navan,Premium,55+,2024-08-02
C101522,Laois,Portlaoise,New,18-24,2024-07-29
C101523,Louth,Drogheda,Regular,25-34,2024-12-16
C101524,Kerry,Tralee,Inactive,45-54,2024-11-30
C101525,Dublin,Dublin,Regular,35-44,2025-11-20
C101526,Cork,Cork,Inactive,18-24,2025-04-01
C101527,Kildare,Naas,Regular,35-44,2025-09-30
C101528,Dublin,Dublin,New,35-44,2025-07-06
C101529,Dublin,Dublin,Regular,35-44,2025-08-09
C101530,Cork,Cork,Regular,25-34,2025-12-26
C101531,Dublin,Dublin,New,45-54,2025-05-19
C101532,Limerick,Limerick,Regular,25-34,2025-09-09
C101533,Kerry,Tralee,Premium,35-44,2024-11-09
C101534,Dublin,Dublin,New,55+,2024-11-03
C101535,Kildare,Naas,Regular,45-54,2025-05-18
C101536,Mayo,Castlebar,Regular,35-44,2025-11-23
C101537,Louth,Drogheda,Premium,25-34,2024-07-01
C101538,Clare,Ennis,Regular,18-24,2025-03-28
C101539,Galway,Galway,Inactive,25-34,2024-09-30
C101540,Waterford,Waterford,Inactive,18-24,2025-11-13
C101541,Dublin,Dublin,Regular,35-44,2025-04-07
C101542,Cork,Cork,New,35-44,2024-06-26
C101543,Dublin,Dublin,Premium,25-34,2024-06-02
C101544,Kildare,Naas,New,18-24,2025-06-19
C101545,Cork,Cork,Inactive,45-54,2024-10-18
C101546,Dublin,Dublin,Regular,35-44,2024-06-25
C101547,Louth,Drogheda,Regular,25-34,2024-08-31
C101548,Cork,Cork,Regular,25-34,2024-09-01
C101549,Dublin,Dublin,Regular,18-24,2024-12-25
C101550,Dublin,Dublin,Inactive,35-44,2025-08-05
C101551,Galway,Galway,New,18-24,2025-10-29
C101552,Cork,Cork,Inactive,25-34,2025-04-16
C101553,Cork,Cork,New,18-24,2025-12-21
C101554,Dublin,Dublin,Premium,18-24,2025-09-18
C101555,Louth,Drogheda,Inactive,18-24,2024-09-08
C101556,Cavan,Cavan,Regular,18-24,2025-08-16
C101557,Kildare,Naas,New,45-54,2024-10-17
C101558,Donegal,Letterkenny,Premium,45-54,2025-12-30
C101559,Westmeath,Athlone,Inactive,18-24,2025-10-22
C101560,Leitrim,Carrick-on-Shannon,Regular,18-24,2024-07-09
C101561,Tipperary,Clonmel,Regular,35-44,2024-09-12
C101562,Laois,Portlaoise,Premium,18-24,2025-02-20
C101563,Offaly,Tullamore,New,25-34,2025-08-19
C101564,Mayo,Castlebar,Regular,18-24,2025-04-28
C101565,Kildare,Naas,Regular,35-44,2024-07-22
C101566,Dublin,Dublin,New,55+,2025-06-13
C101567,Dublin,Dublin,Premium,18-24,2025-06-24
C101568,Kildare,Naas,Regular,55+,2025-12-10
C101569,Kildare,Naas,Inactive,45-54,2024-11-07
C101570,Galway,Galway,Regular,55+,2024-06-23
C101571,Limerick,Limerick,Regular,35-44,2025-08-24
C101572,Limerick,Limerick,Regular,45-54,2025-07-27
C101573,Waterford,Waterford,Regular,35-44,2025-04-08
C101574,Dublin,Dublin,Premium,45-54,2025-07-21
C101575,Dublin,Dublin,Regular,18-24,2024-09-16
C101576,Mayo,Castlebar,Premium,35-44,2024-08-15
C101577,Kilkenny,Kilkenny,Regular,35-44,2025-01-28
C101578,Leitrim,Carrick-on-Shannon,New,18-24,2025-11-19
C101579,Westmeath,Athlone,New,25-34,2025-04-05
C101580,Laois,Portlaoise,Premium,18-24,2025-06-19
C101581,Cork,Cork,Regular,25-34,2026-01-19
C101582,Galway,Galway,Regular,18-24,2024-11-29
C101583,Dublin,Dublin,Regular,25-34,2025-03-16
C101584,Tipperary,Clonmel,Regular,25-34,2025-07-17
C101585,Sligo,Sligo,Regular,35-44,2024-08-30
C101586,Cork,Cork,Regular,18-24,2025-01-28
C101587,Limerick,Limerick,Inactive,25-34,2025-04-30
C101588,Cork,Cork,New,25-34,2024-11-30
C101589,Dublin,Dublin,Regular,25-34,2024-10-11
C101590,Dublin,Dublin,New,18-24,2025-02-18
C101591,Dublin,Dublin,Premium,55+,2025-11-10
C101592,Roscommon,Roscommon,Regular,25-34,2025-02-05
C101593,Galway,Galway,Regular,25-34,2025-10-14
C101594,Waterford,Waterford,Premium,25-34,2025-07-11
C101595,Kerry,Tralee,Regular,45-54,2024-08-17
C101596,Dublin,Dublin,New,25-34,2025-12-01
C101597,Dublin,Dublin,Regular,25-34,2025-05-20
C101598,Clare,Ennis,New,25-34,2025-05-08
C101599,Dublin,Dublin,Inactive,25-34,2025-07-23
C101600,Offaly,Tullamore,Premium,25-34,2024-06-26
C101601,Dublin,Dublin,Premium,55+,2024-10-29
C101602,Wexford,Wexford,Inactive,55+,2025-09-20
C101603,Clare,Ennis,Premium,25-34,2025-06-11
C101604,Dublin,Dublin,Regular,18-24,2025-01-20
C101605,Dublin,Dublin,New,25-34,2025-03-05
C101606,Monaghan,Monaghan,Regular,55+,2025-06-07
C101607,Dublin,Dublin,Inactive,45-54,2025-03-17
C101608,Galway,Galway,Inactive,18-24,2025-03-02
C101609,Galway,Galway,Premium,18-24,2025-04-27
C101610,Dublin,Dublin,New,18-24,2024-11-16
C101611,Mayo,Castlebar,New,45-54,2025-05-09
C101612,Mayo,Castlebar,Inactive,25-34,2025-07-21
C101613,Cork,Cork,New,25-34,2025-07-31
C101614,Waterford,Waterford,Regular,25-34,2025-06-08
C101615,Dublin,Dublin,Regular,25-34,2025-02-27
C101616,Dublin,Dublin,Regular,45-54,2025-06-29
C101617,Limerick,Limerick,Regular,25-34,2025-08-08
C101618,Leitrim,Carrick-on-Shannon,Inactive,25-34,2024-12-04
C101619,Dublin,Dublin,Premium,35-44,2025-03-19
C101620,Dublin,Dublin,Regular,35-44,2025-07-12
C101621,Meath,Navan,Regular,35-44,2025-07-03
C101622,Clare,Ennis,Inactive,45-54,2025-03-25
C101623,Dublin,Dublin,Regular,18-24,2024-11-05
C101624,Cork,Cork,Regular,18-24,2025-11-29
C101625,Louth,Drogheda,Regular,18-24,2025-04-22
C101626,Cork,Cork,New,35-44,2025-04-21
C101627,Dublin,Dublin,New,55+,2025-03-08
C101628,Dublin,Dublin,Inactive,25-34,2025-08-31
C101629,Galway,Galway,Regular,35-44,2024-11-29
C101630,Kildare,Naas,New,35-44,2025-12-15
C101631,Kilkenny,Kilkenny,Regular,55+,2024-07-08
C101632,Donegal,Letterkenny,Inactive,25-34,2024-06-08
C101633,Kerry,Tralee,Regular,18-24,2025-04-03
C101634,Carlow,Carlow,Regular,35-44,2025-10-29
C101635,Galway,Galway,New,45-54,2024-06-06
C101636,Galway,Galway,Inactive,35-44,2025-07-13
C101637,Cavan,Cavan,Inactive,45-54,2025-01-20
C101638,Dublin,Dublin,Regular,25-34,2024-06-14
C101639,Wicklow,Bray,Regular,35-44,2025-01-09
C101640,Louth,Drogheda,Regular,25-34,2025-06-23
C101641,Dublin,Dublin,Premium,25-34,2025-06-16
C101642,Kildare,Naas,Premium,25-34,2025-10-23
C101643,Dublin,Dublin,Inactive,18-24,2026-01-14
C101644,Dublin,Dublin,Regular,18-24,2024-07-03
C101645,Kildare,Naas,Regular,35-44,2025-10-28
C101646,Cork,Cork,Regular,45-54,2024-06-06
C101647,Clare,Ennis,Premium,25-34,2026-01-07
C101648,Offaly,Tullamore,New,25-34,2025-09-08
C101649,Clare,Ennis,New,18-24,2025-12-23
C101650,Dublin,Dublin,Premium,25-34,2024-07-11
C101651,Dublin,Dublin,Regular,25-34,2024-07-15
C101652,Dublin,Dublin,Premium,25-34,2026-01-13
C101653,Dublin,Dublin,New,45-54,2024-11-17
C101654,Sligo,Sligo,Regular,25-34,2025-01-15
C101655,Galway,Galway,New,35-44,2024-11-26
C101656,Dublin,Dublin,Regular,35-44,2024-09-03
C101657,Kilkenny,Kilkenny,Premium,18-24,2024-07-13
C101658,Galway,Galway,Regular,25-34,2024-08-21
C101659,Dublin,Dublin,Regular,18-24,2025-10-21
C101660,Dublin,Dublin,New,25-34,2024-06-17
C101661,Donegal,Letterkenny,Premium,45-54,2025-11-20
C101662,Mayo,Castlebar,Inactive,25-34,2024-10-11
C101663,Dublin,Dublin,Premium,25-34,2025-05-29
C101664,Cavan,Cavan,New,18-24,2024-11-02
C101665,Kilkenny,Kilkenny,Regular,25-34,2025-11-17
C101666,Kilkenny,Kilkenny,Regular,55+,2024-06-25
C101667,Dublin,Dublin,New,25-34,2025-08-03
C101668,Dublin,Dublin,New,35-44,2025-12-13
C101669,Westmeath,Athlone,New,18-24,2025-02-20
C101670,Cork,Cork,New,18-24,2025-02-26
C101671,Donegal,Letterkenny,Premium,25-34,2024-08-29
C101672,Louth,Drogheda,Regular,45-54,2025-11-10
C101673,Dublin,Dublin,Premium,18-24,2025-12-28
C101674,Mayo,Castlebar,Inactive,35-44,2025-03-25
C101675,Sligo,Sligo,Regular,18-24,2025-07-21
C101676,Wicklow,Bray,Regular,35-44,2025-08-29
C101677,Galway,Galway,Premium,35-44,2024-12-30
C101678,Westmeath,Athlone,New,35-44,2024-06-03
C101679,Meath,Navan,Regular,25-34,2024-08-17
C101680,Louth,Drogheda,Regular,18-24,2025-11-21
C101681,Waterford,Waterford,Premium,45-54,2025-09-23
C101682,Louth,Drogheda,Premium,25-34,2024-07-27
C101683,Cork,Cork,Inactive,18-24,2025-09-25
C101684,Dublin,Dublin,Regular,25-34,2025-11-12
C101685,Dublin,Dublin,Regular,18-24,2025-04-22
C101686,Meath,Navan,Premium,25-34,2025-02-26
C101687,Meath,Navan,Inactive,25-34,2026-01-21
C101688,Tipperary,Clonmel,Regular,18-24,2025-11-06
C101689,Cork,Cork,Inactive,25-34,2025-01-18
C101690,Mayo,Castlebar,Inactive,35-44,2025-03-14
C101691,Offaly,Tullamore,Regular,45-54,2025-12-18
C101692,Dublin,Dublin,New,35-44,2025-12-05
C101693,Wicklow,Bray,New,25-34,2025-06-14
C101694,Wexford,Wexford,Premium,35-44,2025-06-25
C101695,Meath,Navan,New,25-34,2025-08-16
C101696,Dublin,Dublin,Regular,35-44,2024-11-21
C101697,Clare,Ennis,Regular,18-24,2025-12-03
C101698,Monaghan,Monaghan,Inactive,18-24,2024-11-24
C101699,Wicklow,Bray,Inactive,35-44,2025-10-12
C101700,Cavan,Cavan,Premium,18-24,2025-10-06
C101701,Longford,Longford,Regular,35-44,2024-11-21
C101702,Cork,Cork,New,35-44,2025-09-28
C101703,Donegal,Letterkenny,Regular,18-24,2025-11-03
C101704,Kildare,Naas,New,25-34,2025-03-25
C101705,Longford,Longford,Regular,35-44,2025-04-20
C101706,Dublin,Dublin,Inactive,35-44,2025-04-02
C101707,Galway,Galway,Regular,45-54,2024-06-27
C101708,Westmeath,Athlone,Regular,25-34,2025-04-21
C101709,Cork,Cork,Regular,45-54,2025-07-10
C101710,Mayo,Castlebar,Premium,25-34,2025-05-03
C101711,Cork,Cork,Regular,18-24,2025-03-27
C101712,Carlow,Carlow,Regular,35-44,2025-03-28
C101713,Laois,Portlaoise,New,25-34,2025-04-18
C101714,Cork,Cork,Regular,18-24,2025-12-10
C101715,Mayo,Castlebar,Regular,25-34,2025-02-02
C101716,Cork,Cork,Regular,45-54,2024-10-13
C101717,Tipperary,Clonmel,Premium,45-54,2024-07-09
C101718,Wexford,Wexford,New,55+,2025-11-05
C101719,Waterford,Waterford,Regular,25-34,2024-09-17
C101720,Dublin,Dublin,New,25-34,2025-02-06
C101721,Dublin,Dublin,New,45-54,2025-08-28
C101722,Wicklow,Bray,New,25-34,2024-09-16
C101723,Limerick,Limerick,New,25-34,2024-10-19
C101724,Kildare,Naas,Inactive,18-24,2025-06-17
C101725,Dublin,Dublin,Inactive,25-34,2025-06-12
C101726,Cork,Cork,Premium,35-44,2024-10-25
C101727,Westmeath,Athlone,Regular,25-34,2025-04-22
C101728,Dublin,Dublin,Premium,18-24,2025-07-28
C101729,Cork,Cork,Inactive,35-44,2024-10-11
C101730,Sligo,Sligo,Regular,35-44,2025-02-21
C101731,Dublin,Dublin,New,18-24,2024-11-16
C101732,Louth,Drogheda,Premium,25-34,2025-12-17
C101733,Dublin,Dublin,Inactive,55+,2025-01-17
C101734,Westmeath,Athlone,New,35-44,2025-10-27
C101735,Louth,Drogheda,Regular,35-44,2025-11-11
C101736,Laois,Portlaoise,Regular,35-44,2024-09-09
C101737,Dublin,Dublin,Regular,55+,2025-12-17
C101738,Meath,Navan,Premium,25-34,2024-06-30
C101739,Mayo,Castlebar,Regular,25-34,2025-01-19
C101740,Dublin,Dublin,Inactive,25-34,2024-09-04
C101741,Dublin,Dublin,Premium,45-54,2024-06-28
C101742,Dublin,Dublin,New,18-24,2025-04-28
C101743,Roscommon,Roscommon,Premium,18-24,2025-05-27
C101744,Wicklow,Bray,Premium,18-24,2025-05-16
C101745,Donegal,Letterkenny,Regular,35-44,2025-02-06
C101746,Louth,Drogheda,Regular,35-44,2025-09-16
C101747,Meath,Navan,Premium,25-34,2025-03-23
C101748,Kildare,Naas,Regular,25-34,2025-04-18
C101749,Galway,Galway,New,35-44,2025-02-21
C101750,Donegal,Letterkenny,Regular,18-24,2024-10-03
C101751,Dublin,Dublin,New,35-44,2025-06-28
C101752,Laois,Portlaoise,Regular,18-24,2025-10-11
C101753,Clare,Ennis,New,45-54,2024-11-30
C101754,Cork,Cork,Regular,25-34,2025-03-06
C101755,Limerick,Limerick,Regular,35-44,2025-11-18
C101756,Dublin,Dublin,Premium,18-24,2024-10-02
C101757,Carlow,Carlow,Regular,25-34,2025-02-08
C101758,Offaly,Tullamore,Inactive,35-44,2024-11-09
C101759,Cavan,Cavan,Inactive,25-34,2024-12-22
C101760,Cork,Cork,New,35-44,2025-03-03
C101761,Dublin,Dublin,Regular,25-34,2025-12-06
C101762,Dublin,Dublin,New,25-34,2024-06-08
C101763,Dublin,Dublin,Premium,45-54,2025-01-01
C101764,Dublin,Dublin,Regular,25-34,2025-11-02
C101765,Dublin,Dublin,Regular,45-54,2024-07-20
C101766,Longford,Longford,New,25-34,2025-03-31
C101767,Dublin,Dublin,Regular,25-34,2024-09-02
C101768,Dublin,Dublin,Premium,35-44,2025-05-02
C101769,Waterford,Waterford,Premium,18-24,2025-08-03
C101770,Limerick,Limerick,New,18-24,2025-06-17
C101771,Mayo,Castlebar,Regular,18-24,2025-05-04
C101772,Donegal,Letterkenny,Regular,25-34,2025-08-20
C101773,Westmeath,Athlone,Regular,35-44,2025-04-17
C101774,Donegal,Letterkenny,New,18-24,2025-06-03
C101775,Meath,Navan,Regular,18-24,2024-07-20
C101776,Wicklow,Bray,Inactive,25-34,2024-06-13
C101777,Galway,Galway,Regular,25-34,2024-09-07
C101778,Cork,Cork,Premium,18-24,2025-04-20
C101779,Kildare,Naas,Regular,18-24,2025-01-24
C101780,Dublin,Dublin,Regular,45-54,2025-01-06
C101781,Clare,Ennis,Regular,35-44,2025-02-24
C101782,Dublin,Dublin,New,25-34,2026-01-15
C101783,Dublin,Dublin,New,25-34,2025-01-12
C101784,Dublin,Dublin,Inactive,18-24,2025-02-22
C101785,Waterford,Waterford,Inactive,25-34,2025-03-29
C101786,Cork,Cork,Premium,25-34,2025-09-08
C101787,Kerry,Tralee,New,45-54,2025-08-15
C101788,Kilkenny,Kilkenny,New,35-44,2026-01-09
C101789,Dublin,Dublin,New,25-34,2025-06-17
C101790,Louth,Drogheda,Inactive,18-24,2025-12-25
C101791,Cork,Cork,Premium,35-44,2025-06-02
C101792,Dublin,Dublin,Regular,55+,2025-04-19
C101793,Kerry,Tralee,Inactive,18-24,2025-05-01
C101794,Offaly,Tullamore,New,45-54,2025-03-16
C101795,Cork,Cork,Regular,18-24,2024-09-29
C101796,Limerick,Limerick,New,35-44,2025-01-06
C101797,Cork,Cork,Regular,18-24,2025-05-29
C101798,Limerick,Limerick,Inactive,35-44,2025-05-30
C101799,Donegal,Letterkenny,Inactive,18-24,2024-09-04
C101800,Tipperary,Clonmel,New,25-34,2025-09-26
C101801,Donegal,Letterkenny,New,35-44,2025-08-02
C101802,Dublin,Dublin,Regular,35-44,2025-04-12
C101803,Kerry,Tralee,New,35-44,2025-02-27
C101804,Wexford,Wexford,Regular,18-24,2025-05-01
C101805,Kerry,Tralee,Regular,35-44,2025-05-15
C101806,Dublin,Dublin,Regular,18-24,2025-02-12
C101807,Galway,Galway,Regular,35-44,2025-10-31
C101808,Galway,Galway,New,18-24,2024-09-03
C101809,Dublin,Dublin,Inactive,25-34,2025-01-10
C101810,Dublin,Dublin,Regular,25-34,2025-01-25
C101811,Galway,Galway,Regular,55+,2024-07-30
C101812,Louth,Drogheda,Regular,35-44,2024-07-24
C101813,Dublin,Dublin,Premium,18-24,2025-11-17
C101814,Waterford,Waterford,New,35-44,2025-09-08
C101815,Limerick,Limerick,New,18-24,2025-01-05
C101816,Louth,Drogheda,Premium,25-34,2024-11-07
C101817,Kildare,Naas,Premium,25-34,2025-01-30
C101818,Meath,Navan,New,35-44,2025-07-28
C101819,Donegal,Letterkenny,Regular,55+,2024-11-25
C101820,Cavan,Cavan,Inactive,45-54,2024-07-10
C101821,Kildare,Naas,New,18-24,2025-02-08
C101822,Meath,Navan,New,18-24,2025-05-26
C101823,Tipperary,Clonmel,Regular,45-54,2025-04-09
C101824,Wicklow,Bray,Regular,25-34,2024-09-12
C101825,Dublin,Dublin,Regular,35-44,2025-10-19
C101826,Meath,Navan,Regular,55+,2025-06-14
C101827,Kildare,Naas,Regular,18-24,2025-08-07
C101828,Cavan,Cavan,Regular,25-34,2025-12-27
C101829,Kildare,Naas,Regular,45-54,2025-04-04
C101830,Kildare,Naas,Premium,35-44,2025-05-14
C101831,Monaghan,Monaghan,New,55+,2025-09-02
C101832,Galway,Galway,Regular,35-44,2025-09-08
C101833,Dublin,Dublin,Regular,25-34,2025-10-22
C101834,Dublin,Dublin,Regular,45-54,2025-07-28
C101835,Dublin,Dublin,New,35-44,2024-07-05
C101836,Dublin,Dublin,Regular,55+,2024-12-28
C101837,Galway,Galway,Premium,25-34,2025-05-22
C101838,Mayo,Castlebar,New,25-34,2025-02-22
C101839,Wicklow,Bray,Premium,25-34,2024-06-26
C101840,Dublin,Dublin,Premium,25-34,2024-11-08
C101841,Limerick,Limerick,Regular,55+,2024-12-02
C101842,Dublin,Dublin,New,55+,2024-06-22
C101843,Sligo,Sligo,Premium,25-34,2025-09-01
C101844,Dublin,Dublin,New,55+,2025-01-13
C101845,Donegal,Letterkenny,Inactive,25-34,2025-09-18
C101846,Cork,Cork,Premium,45-54,2025-11-05
C101847,Donegal,Letterkenny,New,35-44,2025-11-13
C101848,Galway,Galway,Premium,35-44,2025-11-27
C101849,Louth,Drogheda,Regular,35-44,2025-03-26
C101850,Dublin,Dublin,Regular,35-44,2024-10-24
C101851,Offaly,Tullamore,Regular,45-54,2024-07-21
C101852,Meath,Navan,Regular,25-34,2025-06-10
C101853,Louth,Drogheda,Premium,45-54,2024-08-16
C101854,Kilkenny,Kilkenny,Inactive,18-24,2024-10-23
C101855,Leitrim,Carrick-on-Shannon,New,18-24,2024-10-25
C101856,Dublin,Dublin,Regular,35-44,2024-11-12
C101857,Cork,Cork,Regular,35-44,2025-01-10
C101858,Dublin,Dublin,Regular,45-54,2024-12-16
C101859,Dublin,Dublin,Regular,25-34,2025-04-12
C101860,Limerick,Limerick,Regular,18-24,2025-12-27
C101861,Leitrim,Carrick-on-Shannon,Premium,25-34,2025-06-23
C101862,Longford,Longford,Regular,45-54,2025-07-11
C101863,Meath,Navan,New,55+,2024-09-06
C101864,Donegal,Letterkenny,Regular,45-54,2024-08-08
C101865,Kilkenny,Kilkenny,New,25-34,2024-09-22
C101866,Sligo,Sligo,New,45-54,2025-10-23
C101867,Dublin,Dublin,New,18-24,2024-09-12
C101868,Meath,Navan,Regular,45-54,2026-01-12
C101869,Waterford,Waterford,Inactive,25-34,2025-08-27
C101870,Cork,Cork,Regular,25-34,2025-10-11
C101871,Galway,Galway,New,35-44,2024-11-29
C101872,Longford,Longford,Premium,35-44,2024-09-02
C101873,Longford,Longford,New,25-34,2024-09-09
C101874,Offaly,Tullamore,Inactive,18-24,2025-10-28
C101875,Clare,Ennis,Regular,35-44,2025-02-14
C101876,Dublin,Dublin,New,55+,2025-02-01
C101877,Cork,Cork,Regular,35-44,2024-10-27
C101878,Limerick,Limerick,Regular,18-24,2024-12-31
C101879,Limerick,Limerick,Premium,35-44,2025-01-08
C101880,Meath,Navan,New,18-24,2025-08-24
C101881,Donegal,Letterkenny,Inactive,25-34,2025-10-08
C101882,Galway,Galway,Premium,18-24,2025-03-08
C101883,Louth,Drogheda,Inactive,25-34,2024-12-18
C101884,Cork,Cork,Inactive,25-34,2025-02-27
C101885,Cork,Cork,New,18-24,2024-09-13
C101886,Dublin,Dublin,Regular,25-34,2024-07-12
C101887,Dublin,Dublin,Inactive,35-44,2024-10-18
C101888,Kilkenny,Kilkenny,Regular,25-34,2024-06-15
C101889,Galway,Galway,New,18-24,2024-06-21
C101890,Dublin,Dublin,Regular,25-34,2024-10-22
C101891,Louth,Drogheda,New,35-44,2025-11-23
C101892,Limerick,Limerick,Inactive,45-54,2024-09-20
C101893,Dublin,Dublin,Regular,25-34,2025-07-24
C101894,Cork,Cork,Regular,35-44,2024-08-28
C101895,Dublin,Dublin,Inactive,45-54,2025-03-06
C101896,Wexford,Wexford,Regular,35-44,2025-05-31
C101897,Dublin,Dublin,Premium,25-34,2025-05-03
C101898,Dublin,Dublin,New,18-24,2025-09-23
C101899,Dublin,Dublin,New,25-34,2024-10-31
C101900,Limerick,Limerick,New,25-34,2025-08-20
C101901,Dublin,Dublin,Regular,25-34,2025-01-29
C101902,Kilkenny,Kilkenny,Regular,55+,2025-02-23
C101903,Dublin,Dublin,Regular,18-24,2024-12-09
C101904,Tipperary,Clonmel,New,25-34,2026-01-20
C101905,Galway,Galway,New,55+,2025-10-08
C101906,Galway,Galway,Regular,35-44,2025-03-05
C101907,Dublin,Dublin,New,18-24,2025-08-21
C101908,Clare,Ennis,Premium,55+,2025-12-02
C101909,Laois,Portlaoise,Inactive,25-34,2024-11-18
C101910,Dublin,Dublin,Premium,18-24,2024-12-13
C101911,Dublin,Dublin,Regular,25-34,2025-09-01
C101912,Offaly,Tullamore,Regular,25-34,2024-11-18
C101913,Limerick,Limerick,Regular,45-54,2024-07-27
C101914,Dublin,Dublin,Inactive,18-24,2025-05-24
C101915,Dublin,Dublin,Inactive,45-54,2024-09-30
C101916,Wexford,Wexford,Regular,18-24,2025-05-19
C101917,Wicklow,Bray,Regular,45-54,2024-08-03
C101918,Tipperary,Clonmel,Premium,18-24,2025-03-15
C101919,Roscommon,Roscommon,New,55+,2024-10-21
C101920,Kildare,Naas,Regular,18-24,2025-04-14
C101921,Cork,Cork,Regular,45-54,2024-10-14
C101922,Kildare,Naas,Premium,45-54,2024-10-29
C101923,Cork,Cork,Regular,35-44,2025-11-23
C101924,Dublin,Dublin,Regular,18-24,2026-01-11
C101925,Dublin,Dublin,New,35-44,2024-12-14
C101926,Cork,Cork,Regular,35-44,2025-06-23
C101927,Wicklow,Bray,Inactive,25-34,2024-12-31
C101928,Dublin,Dublin,Inactive,35-44,2024-09-11
C101929,Galway,Galway,Regular,55+,2024-07-30
C101930,Donegal,Letterkenny,New,55+,2025-11-17
C101931,Tipperary,Clonmel,Premium,25-34,2024-07-10
C101932,Mayo,Castlebar,Premium,18-24,2025-03-23
C101933,Clare,Ennis,Regular,18-24,2024-10-10
C101934,Wicklow,Bray,Regular,35-44,2025-08-31
C101935,Dublin,Dublin,New,55+,2024-08-20
C101936,Kildare,Naas,Premium,25-34,2025-05-13
C101937,Tipperary,Clonmel,Regular,18-24,2024-12-24
C101938,Dublin,Dublin,Regular,25-34,2025-04-09
C101939,Dublin,Dublin,Inactive,25-34,2024-09-20
C101940,Dublin,Dublin,Regular,55+,2024-08-10
C101941,Kildare,Naas,Inactive,35-44,2024-09-15
C101942,Galway,Galway,Regular,18-24,2025-05-12
C101943,Dublin,Dublin,Regular,25-34,2025-06-24
C101944,Waterford,Waterford,Inactive,18-24,2025-11-25
C101945,Cavan,Cavan,Inactive,35-44,2025-12-18
C101946,Dublin,Dublin,Inactive,35-44,2025-08-26
C101947,Cavan,Cavan,Premium,18-24,2024-06-08
C101948,Dublin,Dublin,Regular,25-34,2025-07-28
C101949,Cavan,Cavan,New,45-54,2025-07-29
C101950,Roscommon,Roscommon,Regular,45-54,2025-07-29
C101951,Dublin,Dublin,Inactive,25-34,2025-07-01
C101952,Louth,Drogheda,Regular,25-34,2025-07-18
C101953,Monaghan,Monaghan,Premium,55+,2025-05-18
C101954,Offaly,Tullamore,Inactive,35-44,2025-06-07
C101955,Monaghan,Monaghan,Inactive,55+,2025-07-21
C101956,Limerick,Limerick,Inactive,18-24,2024-06-27
C101957,Dublin,Dublin,Regular,18-24,2025-04-02
C101958,Kilkenny,Kilkenny,Regular,18-24,2024-08-16
C101959,Tipperary,Clonmel,Inactive,45-54,2025-12-09
C101960,Tipperary,Clonmel,New,35-44,2026-01-15
C101961,Galway,Galway,New,18-24,2024-09-03
C101962,Limerick,Limerick,Inactive,55+,2025-11-17
C101963,Dublin,Dublin,Regular,55+,2025-03-12
C101964,Wicklow,Bray,Regular,18-24,2025-07-09
C101965,Dublin,Dublin,New,35-44,2025-06-27
C101966,Wicklow,Bray,Regular,35-44,2024-08-10
C101967,Kilkenny,Kilkenny,Inactive,18-24,2025-11-28
C101968,Kildare,Naas,Regular,35-44,2025-06-20
C101969,Meath,Navan,Regular,18-24,2025-03-20
C101970,Cork,Cork,Regular,45-54,2025-06-04
C101971,Monaghan,Monaghan,Inactive,45-54,2026-01-08
C101972,Wicklow,Bray,Inactive,45-54,2025-06-24
C101973,Cork,Cork,Regular,35-44,2025-06-29
C101974,Dublin,Dublin,Regular,18-24,2025-11-08
C101975,Dublin,Dublin,New,25-34,2025-07-25
C101976,Kildare,Naas,Regular,35-44,2024-08-25
C101977,Sligo,Sligo,New,25-34,2025-10-04
C101978,Wicklow,Bray,Regular,35-44,2025-11-22
C101979,Dublin,Dublin,Regular,25-34,2025-08-15
C101980,Kilkenny,Kilkenny,Regular,18-24,2024-08-31
C101981,Cork,Cork,New,25-34,2025-04-10
C101982,Kilkenny,Kilkenny,New,35-44,2024-07-03
C101983,Dublin,Dublin,New,25-34,2025-09-07
C101984,Donegal,Letterkenny,Premium,35-44,2025-12-27
C101985,Cavan,Cavan,New,25-34,2024-06-22
C101986,Dublin,Dublin,New,35-44,2024-08-05
C101987,Kerry,Tralee,Inactive,35-44,2025-12-12
C101988,Longford,Longford,New,25-34,2025-09-23
